type,text
Retweet,"#CVIENEREPUBLICANOS 
REcuperemos Chile
@PRChile https://t.co/8OSSOQILWG"
Tweet,"Te invito a que te sumes a REconstruir y REcuperar 🇨🇱 #Chile. Este 7 de Mayo #CvieneREpublicanos
Elige Reconstruir
Elige Recuperar
Elige Republicano https://t.co/Kvh9fSiFxm"
Retweet,#CvieneREpublicanos @PRChile https://t.co/5CqCthnPKf
Tweet,"Delincuentes asesinaron a balazos a conductor de bus en Chiguayante para robarle 30 mil pesos. 

Ojalá los encuentren, los juzguen y pasen el resto de su vida en la cárcel. Basta de impunidad! https://t.co/dJ5LicN8eP"
Retweet,"A casi 1 año del “comienzo “ de este Gobierno tenemos un el Ejecutivo Paralizado.
¿ Qué más no he hecho Boric? Complete la lista 📖⬇️ y acompañe a @pintanino_ en un nuevo programa de @Tele13_Radio https://t.co/O7fVWvP8M9"
Retweet,"La justicia debe ser implacable frente a todo tipo de abusos, y más aún cuando se trata de operadores políticos que llegan a poder para servirse del Estado #VamosARecuperarChile #Rancagua"
Tweet,"El problema de tener un gobierno paralizado, es que las urgencias sociales  siguen sin solución. Ministros y Subsecretarios sentados esperando que el Presidente los confirme o los eche, mientras los chilenos siguen abandonados y desesperados esperando que el gobierno se mueva."
Tweet,El gobierno está paralizado y tenemos un gabinete en extinción. Los Ministros y Subsecretarios llevan semanas esperando angustiados que el Presidente Boric se decida y los chilenos siguen esperando que se pongan a trabajar. https://t.co/GlMgUq0TLy
Retweet,"Muchas gracias @agustinromerole por acompañarme al recorrido por Maipú, donde escuchamos las inquietudes de los vecinos, sobre el nuevo proceso constitucional. Gracias por el gran apoyo de todos, en el camino a ser Consejero Constitucional.

#ConsejeroLuisSilva
#ElProfeSabe https://t.co/egMfZDiipY"
Retweet,"""Si nos caemos, nos levantaremos una y mil veces"" ese es el relato y espíritu de las familias afectadas por los incendios en #Biobio , junto al @DipCristobal estaremos presentes y seremos parte de Reconstruir Chile! https://t.co/Evj0i0x5VT"
Retweet,"Hoy Rodrigo nos recibió en su casa en Cerro Navia junto al diputado @JoseMezaPereira y nos llevó a conversar con los vecinos, quienes estan cansados d la incompetencia del Gobierno para enfrentar la crisis d seguridad. Mi compromiso es alzar la voz x el Derecho a vivir sin miedo. https://t.co/FFmbnAxe5L"
Tweet,"2 de cada 3 chilenos desaprueban la gestión del gobierno y el Presidente Boric se niega a hacer los cambios en su equipo para hacerse cargo de las urgencias del país. Chile es cada día más pobre, inseguro y violento, y en La Moneda siguen en una burbuja, aislados de la realidad"
Retweet,"“No soy político, sino un chileno que quiere al igual que la mayoría de ustedes orden, paz, seguridad y certeza para nuestras familias y compatriotas. “

Comparte y únete a #RepublicanosPorChile 
#ConsejeroOssandon
#OssandonPorChile

Twitter- @coke85
Instagram - @jorgeossandons_ https://t.co/zlTpBUaGp6"
Tweet,Re!🇨🇱 https://t.co/TiG2R8J69h
Retweet,"Presentar mi candidatura ante la comunidad del #Maule y por sobre todo, conocer de cerca las urgencias concretas que requiere la zona en materia de seguridad es parte de nuestro sello como @PRChile https://t.co/9QUVKZECGp"
Retweet,"Falta muy poco para la REcampaña. Tenemos que REcuperar Chile, la tranquilidad de nuestras familias y el futuro para nuestros hijos!! #RepublicanosPorChile #RepublicanosyEnContra https://t.co/4UNI3hh4rg"
Retweet,"Ni siquiera el barrio del presidente es seguro. Los delincuentes dominan las calles, las plazas, las canchas. La delincuencia concentra las noticias. Y el gobierno, el mismo que prometió esperanza, no hace absolutamente nada. Ni siquiera el barrio del presidente es seguro."
Retweet,"Sobre el Estado Social: ¿No habría sido mejor que se discutiera su necesidad antes que simplemente imponerlo como una de las bases fundamentales de este nuevo proceso constituyente? 
Carta de nuestro director del área legislativa @pintanino_  hoy en @La_Segunda https://t.co/HsAe9J0ROH"
Retweet,"Karamanos tiene razón: hubo campaña del terror. Pero esa campaña la hizo su gobierno, la CC y el texto. No traten de sacar más conejos del sombrero. Esos andan en el sur propagando incendios según el ministro Montes."
Tweet,"Según la “ex” Primera Dama, Irina Karamanos, el Rechazo ganó por la campaña del terror. No fue por el proyecto refundacional de izquierda ni por el desastroso gobierno de su Presidente. Simplemente por una campaña comunicacional, donde 7.8 milllones de chilenos fueron engañados https://t.co/qvmJ8IsytZ"
Reply,"Sus declaraciones son inaceptables. Aunque a ella no le guste, la invitan por su cargo y por su relación con el Presidente, y ella no puede ningunear de esa manera a los chilenos y cuestionar la legitimidad de su voto sin ninguna autocritica ni responsabilidad."
Reply,Esperamos que la Cancilleria se pronuncie sobre esta grave afrenta y que a futuro no se le considere en viajes oficiales. No puede representar a Chile quien tiene tan poco respeto por los chilenos y por la democracia que se expresó de manera clara y categorica el 4 de septiembre
Retweet,"Cómo no va a querer más Estado el PC, si les resulta tan jugoso. La Sociedad de @danieljadue tiene más de 30 contratos con Municipios, Seremis y otros, utilizando a funcionarios públicos, incumpliendo contratos y mucho de esto en paralelo al rol de alcalde. Comunismo for dummies. https://t.co/DtZgYxYhmd"
Retweet,"Hoy tuvimos sesión de fotos y aquí una con dos grandes republicanos. Gracias @joseantoniokast y @JoseMezaPereira por su apoyo. 
Ellos también quieren un país para  vivir sin miedo.
#LaCandidataDeKast
#ConsejeraConstitucionalRM https://t.co/Gt98sZ4bUz"
Retweet,"Gracias @joseantoniokast por tus palabras y por darle apoyo a mi candidatura como Consejero Constitucional. Para mí significa mucho este respaldo. Y recibo además con agrado la chapita republicana de @PrChile que llevaré siempre conmigo.
#ConsejeroLuisSilva
#ElProfeSabe https://t.co/KzxZmsSM8d"
Retweet,"Silencio de @Minrel_Chile agrava incidente. Compromete Tratado 1881, daña seguridad de Magallanes y denota desorden imperante en Cancillería. Ministra @UrrejolaRREE: ¿Quién dio la orden de negar servicios portuarios en Pta Arenas a patrullero británico?"
Tweet,"Energía positiva, alegría y buena onda. Gran show de @CamiloMusica y @Montanerevaluna #VINA2023"
Retweet,"TPP 11 permitirá crear fuentes de trabajo esenciales, ayudando así a miles de familias - no fue precisamente gracias al Presidente Boric-  y contribuirá a sintetizar la cooperación y el uso adecuado y eficiente de los recursos. 
Les compartimos carta  https://t.co/76X6jMz1EP https://t.co/FSQxpdcgfy"
Tweet,¿Cuál es tu #Re? #Republicanos https://t.co/29VHCZbKGb
Tweet,"La inmigración ilegal lleva anos sin solución. Ni este gobierno, ni el anterior. https://t.co/eL3AeBGizw"
Tweet,¿Ahora los Conejos disparan?
Tweet,"En Chile, el terrorismo avanza de manera implacable con total impunidad. Pero para este Gobierno, los responsables son los conejos. ¿Hasta cuándo se burlan de los chilenos? https://t.co/95ucFuPDrp"
Retweet,Te invitamos a ser apoderado de mesa en las elecciones del 7 de mayo 🗳️ Inscríbete en https://t.co/Occ5qay8a7 . El correcto funcionamiento depende de todos ✌️ https://t.co/OWIEMC1kMS
Retweet,"La razón dada por Secretario Gral @Minrel_Chile de negar servicios a buque británico en Pta Arenas, daña obligación neutralidad de estrecho Magallanes y transgrede Tratado 1881 (art. 5).
"" Exigimos una explicación en #Magallanes "". https://t.co/98Xl0g7cmh"
Retweet,Comparto entrevista respecto de la intencionalidad de los incendios en la Macrozonasur. https://t.co/PApCrfgNDK
Retweet,"México, Argentina, Chile, Perú y Colombia están en manos de líderes sucesorios de la herencia política socialista. La situación puede incluso empeorar: Nuevos procesos electorales en Argentina, Paraguay y Guatemala. 
Revisa más, en el siguiente documento https://t.co/MslyM0w3He https://t.co/ENdg1JVbvH"
Retweet,"Hemos analizado 300 imágenes satelitales de FIRMS NASA en 62 comunas de cuatro regiones, para entender el patrón de incendios. 

Son los caminos. Más que plantaciones, bosque nativo, cultivos, villorrios.

La misma red vial que concentra atentados desde el 2018.

Vean este hilo"
Retweet,Zona colindante con Temucuicui sufre permanentemente  de atentados terroristas. Se sabe donde están los responsables; ¿que se necesita para terminar con años de impunidad?. Valentía para terminar con esta tragedia.
Retweet,El gobierno sigue en su estrategia de bajarle el perfil a la intencionalidad y su relación con el terrorismo en la macrozona. ¿Qué busca? ¿Qué esconde? https://t.co/3giKxmhiuA
Tweet,Una de las peores temporada de incendios forestales de nuestra historia y el Gobierno sigue encubriendo a los terroristas! No saben combatir y controlar el fuego; no pueden detener a los responsables. ¿Hasta cuándo? ¿Hasta que se queme todo Chile? https://t.co/ZX5fvgrK3I
Tweet,"La comuna de Coronel bajo amenaza del fuego. Toda la fuerza para los brigadistas, bomberos y FFAA y de Orden que luchan sin descanso contra los incendios intencionales. https://t.co/lpwnN5i2rY"
Tweet,"Violadores disfrazados de Carabineros, entraron a robar y a violar a una mujer en Estacion Central. En este Gobierno “feminista” han aumentado significativamente las violaciones y las chilenas no pueden dormir tranquilas ni caminar en paz. https://t.co/fbTSGCHDx1"
Tweet,https://t.co/zGEeiuxZUz
Retweet,El Gobierno del presidente Gabriel Boric debe entregar a la opinión pública la información que tiene sobre la autoría de los incendios y colaborar con las investigaciones. https://t.co/bHCe6r7mqi
Tweet,"La Alcaldesa de Santiago aparentemente conocía el verdadero precio de la propiedad y aún así, habría acordado gastar 6 mil millones de pesos más de lo que correspondía. #SierraBella va camino a convertirse en uno de los más graves casos de corrupción en la historia de Santiago https://t.co/fOkTSWYtpP"
Tweet,El Chile de @GabrielBoric https://t.co/mqRN6W6GmT
Retweet,Se empieza a cerrar el círculo en torno a la municipalidad de Santiago. Documento prueba que tenían antecedentes de valores anteriores de venta de la clínica Sierra Bella. Unidad contra lavado de activos de la PDI investiga el caso. https://t.co/nPST4ky4Ie
Retweet,"Hace unos días hubo una amenaza de levantamiento en contra de los agricultores. 
Es urgente investigar la intencionalidad de los incendios de hoy en distintos puntos de la macrozona sur.
#JusticiayPaz
#NoMásTerrorismo https://t.co/vrIkfUHl2G"
Tweet,"Presidente Boric, ¿Por qué no le pone un royalty a los terroristas? Quizas así termina la impunidad con la que queman y matan en el sur de Chile. https://t.co/5AXNZarQPK"
Tweet,Muy debil la respuesta de Cancilleria a la inaceptable intromisión del Presidente de Argentina en nuestro país. La politica exterior chilena esta gravemente debilitada y es una amenaza para la seguridad nacional.
Tweet,La Alcaldesa de Santiago sigue evadiendo la pregunta fundamental: ¿Por qué pagar 8.000 millones por una propiedad que se había vendido recien en 2.000 millones? ¿Quién está detrás de este negociado? ¿Quién se quedará con la plata de la gente de Santiago?
Tweet,"Entre corruptos se defienden: las declaraciones del Presidente de Argentina, Alberto Fernandez, criticando el Poder Judicial y al Ministerio Público de Chile por la investigación de los delitos que cometió su amigo, son inaceptables y merecen la protesta del Gobierno de Chile https://t.co/dWxeJhlkam"
Tweet,Bienvenida! 🇨🇱✌️
Retweet,Mis felicitaciones y agradecimiento a todos esos hombres y mujeres que se juegan la vida por los demás. Gracias!
Tweet,"La reconstrucción tiene que ser ahora, no esperar hasta el invierno. El Gobierno llegó tarde a la emergencia y se perdieron muchas vidas. No puede llegar tarde a la reconstrucción. https://t.co/rIkPGuqlG5"
Tweet,"Al igual que en Santiago, Iquique y tantas ciudades del pais, en Viña del Mar la impunidad es total. Los chilenos no pueden vivir en paz. https://t.co/LKvoBUubnz"
Tweet,"El gobierno llegó tarde y mal a esta emergencia y ahora busca culpar a otros de su propia negligencia. La actividad forestal lleva décadas y solo el 2017 y el 2023, con gobiernos incompetentes como éste, se quemó la mitad de Chile. Háganse cargo!"
Tweet,"Aumentan los asesinatos y la inseguridad, Contraloria cuestiona la compra de una clínica y los establecimientos educacionales están politizados, pero la alcaldesa de Santiago “destaca” avances en esas 3 áreas … https://t.co/BqvKy4jMgK"
Retweet,"🗣#LTSábado | Columna de Iván Poduje: El sur bajo ataque. ""Lo que alarma en este caso, es la velocidad de propagación del fuego y el riesgo sobre ciudades, una gran cantidad de asentamientos dispersos en medio de plantaciones"" https://t.co/irNJ7S9qBw https://t.co/F11JNhrbTV"
Tweet,¿Hasta cuando?
Retweet,"🚒 Incesante ha sido el trabajo de Bomberos en estos 8 días desde que se desataron los mega incendios que afectan al centro sur de 🇨🇱. Agradecemos el compromiso y vocación de los cerca de 4 mil Bomberos que continúan desplegados a pesar del cansancio.

🎥 @TerceraLautaro https://t.co/lbd5nWg6c8"
Retweet,"*MÁQUINA FOTOVOLTAICA PARA IPINCO ALTO*

Con el aporte del empresario Rodrigo Van Wezel, entregamos una máquina fotovoltaica prestada a la comunidad de Ipinco Alto, representada por el dirigente José Huichalao, para que tengan electricidad. Un gran apoyo para familias afectadas. https://t.co/uyzKyIlDXj"
Retweet,"Aquí vamos y no descansamos! Seguimos trabajando para llevar ayuda a tantas personas! La V región no descansa! GRACIAS REPUBLICANOS, porque eso somos, verdadera vocación de servicio. #republicanosxchile @PRChile @Rowebac @PaulSfeir @Francis25830521 https://t.co/RxOwqzqgNG"
Retweet,"El trabajo en equipo fue fundamental para ir en apoyo a quienes más lo necesitan. Ahora queda la reconstrucción, cansado pero sonriendo. Agradecer el apoyo de varios militantes @PRChile y el aporte personal @joseantoniokast con nuestra zona.
#IncendiosForestal https://t.co/LGi37qlfTj"
Retweet,"[ACTUALIDAD] Bomberos y brigadistas combaten en dos frentes: contra el fuego y contra los ""agentes incendiarios"". https://t.co/vLRGYpoBrL"
Retweet,"👉¡Organizados, equipados y decididos a combatir los #IncendiosForestales! 👨‍🚒👩‍🚒

Nuestras brigadas de #CONAFMaule hacen un trabajo exhaustivo para protegernos de las llamas 🚫🔥

¡GRACIAS A CADA UNO DE ELLOS Y ELLAS! ✨ https://t.co/xhKgcHIKOC"
Retweet,"El mejor escenario para la derecha siempre fue en 2 listas. Hoy lo argumenta así LyD. 

Se logran 3 objetivos: llegar a más personas, elegir más consejeros y representar fielmente las ideas de cada partido. 

https://t.co/f1Ti6hKh7A"
Retweet,"🔴#LaTerceraPM | Columna de Cristián Valenzuela: Pailita tiene razón. ""Si no fuera por Pailita y tantos otros, el Presidente Boric seguiría sacándose fotos en Coyhaique"". https://t.co/rV7XPEssRX https://t.co/4Io2UJQqYB"
Retweet,"Conoce las razones de porqué el Conservador de Bienes Raíces objetó la compra que realizó la municipalidad de #Santiago a la ex Clínica Sierra Bella defendida por Irací Hassler
https://t.co/MJXnjrB9AW. #YoTeFiscalizo"
Retweet,"5 de las economías más potentes del continente: México, Argentina, Chile, Perú y Colombia están en manos de líderes de la herencia política socialista. La situación puede empeorar, 3 países enfrentan procesos electorales :Argentina, Paraguay y Guatemala. 
https://t.co/MslyM0w3He https://t.co/dOxISCYT2u"
Tweet,Chile está ardiendo y los responsables siguen impunes quemando libremente y atacando a los bomberos y brigadistas que apagan el fuego. El Gobierno llegó tarde a la emergencia y ahora está llegando tarde con medidas efectivas en contra de los terroristas que están quemando Chile https://t.co/szvZjFKR4y
Retweet,"La alcadesa de #Santiago Irací Hassler en el ojo del Conservador de Bienes Raices. Te invitamos a ver el video que armó el área de @YoTeFiscalizo 
https://t.co/kGFgeQVVYT"
Retweet,"Ya vendrán los tiempos para exigir responsabilidades. Hoy tenemos que llegar con soluciones para enfrentar la emergencia. 

Desde @PRChile nos ponemos a disposición de @GobiernodeChile para colaborar en lo que sea necesario. Chile por sobre todo! https://t.co/5rMWTTIv2v"
Retweet,"Otro recorrido que hicimos con el equipo territorial, fue a Lumaco, donde nos reunimos con alcalde Richard Leonelli y autoridades regionales de Conaf. También estuvimos en áreas de la comuna afectadas por incendios. Continuamos con apoyo a la comunidad. https://t.co/yIVaed0VID"
Retweet,"Detienen por ¡Tráfico de Inmigrantes! a Claudio Matamala Igor ¿Quién es? Uno de los Coordinadores del Complejo Fronterizo de Colchane y además funcionario de la Delegación Presidencial Provincial del Tamarugal ⛔️@DelegadaLuz22 @DPPTamarugal #YoTeFiscalizo.
https://t.co/S3BeyYr0BE"
Retweet,"No somos bomberos ni brigadista, empeño no nos falto, Gracias a Dios logramos controlar varios focos con recursos personales, agradezco a quienes nos ofrecieron un plato de comida. #incendios https://t.co/mQGyKYYgIP"
Tweet,"Mucha fuerza en estas horas a Bomberos, Carabineros y todos los brigadistas que arriesgan sus vidas combatiendo los incendios. En estas horas críticas agradecemos su valentía y sacrificio. https://t.co/yBDcxTmzkx"
Retweet,"Por incendio forestal #SENAPRED solicita evacuar La Ciudad de Purén, Región de La Araucanía.

 #SENAPRED activó mensajería SAE.

Actúa con calma y acata las indicaciones de la autoridad. https://t.co/kChJTGFmwC"
Tweet,"Cuando más necesitabamos un Jefe de Estado para enfrentar la emergencia de los incendios, teníamos a un Jefe de Campaña preocupado de las listas de candidatos de las coaliciones de gobierno. Gobierno llegó mal y tarde a la emergencia. https://t.co/Ud24FDLl55"
Tweet,"El Gobierno, nuevamente, llega tarde y mal a la emergencia. Se han perdido vidas y miles de hectáreas destrozadas. https://t.co/qjpbK06xh7"
Retweet,"Miles de familias escapando de las llamas, casas quemadas por el fuego y un Presidente que nunca ha visitado la región del Bio Bio.   Mezcla perfecta para evidenciar el desamparo que viven los chilenos olvidados por este gobierno. #Concepción"
Retweet,"Conoce las razones de porqué @IraciHassler está siendo investigada por La Contraloría #YoTeFiscalizo 🔍

https://t.co/VwPd4QlJDF"
Tweet,"Presidente Boric: le quedan 37 días para cumplir un año de gobierno y se requiere urgente un cambio de gabinete que empiece a trabajar en serio por las urgencias de Chile como la grave crisis de inseguridad

Ya perdimos un año, los chilenos no pueden seguir esperando https://t.co/8ttV8mGRrU"
Tweet,Hay momentos para vacacionar y momentos para gobernar. Hoy es momento de liderar las medidas excepcionales que requiere Ñuble y Bio Bio. https://t.co/AQdyQ4sg42
Retweet,"Ñuble no es Valparaíso, así que se quema a su suerte, en el abandono del gobierno central que aún no mueve un dedo en sus vacaciones, para desplegar ayuda y Ministros en nuestra región. Felicitar a Bomberos y nuestras fuerzas de orden, como siempre dónde se los necesita."
Tweet,Chillán está ardiendo. Se necesita un Gobierno en terreno que reaccione antes que sea muy tarde. https://t.co/dPPc0exTog
Retweet,"Los números no cuadran. Lamentablemente ser incrédulo de los alentadores números en GES y no GES es correcto. Los pacientes sufren una larga espera para ser atendidos, sus familias también lo resienten. En @i_republicanas fiscalizamos con fuerza 💪 https://t.co/sfBCgvdo69 https://t.co/xWRvQiboPA"
Tweet,"Según La Segunda, gobierno ofrecerá Ministerio de RREE al PPD, para que asuma Heraldo Muñoz, a cambio de que ese partido vaya en la lista única de los indultos. Si bien la Ministra Urrejola lo ha hecho pésimo, bien poco “feminista”echar a la Ministra en medio de sus vacaciones. https://t.co/EIkeXrDQHf"
Tweet,"La Ministra Toha sigue tratando de resucitar la fracasada mesa de seguridad. No es culpa de la oposición que el Presidente haya optado por indultar a terroristas y delincuentes, en vez de defender a las víctimas de nuestro país. Ya llevan un año: menos excusas y más proyectos. https://t.co/E0xpF329qV"
Tweet,Contraloria frena compra irregular de clínica por parte de la Municipalidad de Santiago. ¿Quién va a devolver los 6.000 millones adicionales que pagó la Alcaldesa Irací Hassler en este acto corrupto? https://t.co/K9btkZ7fzR
Retweet,"Profesional, de región, que ama a Chile y que tiene una profunda vocación pública. @beaheviaw es nuestra apuesta de futuro que busca respetar la tradición constitucional y las bases institucionales, como herramienta para el progreso de Chile. Gracias por tu compromiso https://t.co/A3WkgN4QPM"
Retweet,"En Republicanos vamos a llevar a los mejores candidatos para servir a Chile, combinando la experiencia con el aporte de nuevas generaciones. Ellos tienen un mandato muy claro: trabajar x una propuesta constitucional que verdaderamente proteja la vida, la familia y las libertades. https://t.co/LDrV5sBIF0"
Retweet,"Gracias  @safigueroa por tu vocación pública y social. Representas una apuesta de futuro que colaborará en la elaboración de una Constitución que, respetando nuestra tradición constitucional sirva como herramienta para el progreso de Chile.¡Gracias por tu compromiso! https://t.co/IvgIDeYkGK"
Tweet,Cuatro personas fueron acribilladas afuera del Metro Bellas Artes. ¿Dónde está el Presidente de este pais? https://t.co/7g50xAzELj
Tweet,"Presidente Boric: le quedan 38 días para cumplir un año de gobierno y se requiere urgente un cambio de gabinete que empiece a trabajar en serio por las urgencias de Chile como el retroceso económico.

Ya perdimos un año, los chilenos no pueden seguir esperando https://t.co/l9qHSrTGD4"
Tweet,"Según el Fondo Monetario Internacional, Chile será la única economía en Latinoamérica que no crecerá este año.

Gobierno mediocre."
Retweet,"Economía política Chile en 2022 y el valor de lo que NO pasó
 
En 2005 preguntaron al Premio Nobel de Economía de ese año, Thomas Schelling, especialista en estrategia 

¿Cuál fue el evento más importante d los últimos 50 años?  

“No hubo ataque nuclear USA/Unión Soviética”

1/"
Tweet,"La economía vuelve a caer, Chile sigue retrociendo y tenemos un Ministro de Hacienda soberbio que está satisfecho con los resultados. Chile tiene un gobierno mediocre que renunció al objetivo de hacer que nuestro pais crezca y genere empleos."
Retweet,"Nuestro objetivo central para los próximos años es aunar a todo el Partido Republicano en torno a la reconstrucción de Chile, reconstituir su alma y devolverle la paz, la justicia y el progreso.                                           @arturo_squella https://t.co/9Oz8ruDWbu"
Retweet,"Chile necesita más jóvenes con vocación de servicio público que se comprometan y trabajen para construir un país mejor,
Estamos felices con nuestros #PasantesRepublicanos 
¡Gracias por accionarte!🇨🇱 https://t.co/jalX0MyLBs"
Retweet,"""Quienes estamos en la oposición deberíamos tener un compromiso real de proponer soluciones, tomando lo que sabemos que ha funcionado y que alguna vez facilitó la movilidad social, el progreso económico y a la vez, social"" Les compartimos la carta de @beaheviaw en @Cooperativa"
Tweet,"Presidente Boric: le quedan 39 días para cumplir un año de gobierno y se requiere urgente un cambio de gabinete que empiece a trabajar en serio por las urgencias de Chile como el terrorismo en Tirua.

Ya perdimos un año, los chilenos no pueden seguir esperando https://t.co/pNr63derhi"
Retweet,"Nuestro país navega por aguas octubristas y “noviembristas”, pero el verdadero problema de Chile no está en su Constitución…Entretanto, los verdaderos dolores de la sociedad se agudizan. Particularmente, en dimensiones esenciales: educación y familia. ⬇️ https://t.co/tSdOcv8Tvp"
Tweet,Conservador de Bienes Raices rechaza inscripción de compra fraudulenta de la clinica de la Alcaldesa de Santiago. ¿Quién va a devolver los 6.000 millones de diferencia? https://t.co/NWRr14sPEw
Retweet,Impresentable el abandono de deberes de la Alcaldesa. Santiago nunca tuvo una administración  tan decadente.
Retweet,"Según artículo de periodico alemán, Boric habría comprometido buques chilenos para el desminado de minas rusas en el Mar Negro. Otro escándalo más? https://t.co/ilbWaMXmPX"
Retweet,"Mientras el presidente @GabrielBoric escucha música para pensar, miles de chilenos siguen sufriendo a manos del terrorismo, la delincuencia desatada, crimen organizado e inmigración ilegal. Esperando que él y sus ministros se dediquen a gobernar

https://t.co/Ex5ANZgq6W"
Tweet,El Gobierno de El Salvador confirmó que las peligrosas pandillas de ese país tienen presencia en Chile y han huido por las medidas de seguridad que existen allá y las facilidades para entrar y operar en nuestro país. El Gobierno no puede seguir sin un estrategia antidelincuencia https://t.co/sK8BaHtDPL
Tweet,"Presidente Boric: le quedan 40 días para cumplir un año de gobierno y se requiere urgente un cambio de gabinete que empiece a trabajar en serio por las urgencias de Chile como la inmigración ilegal. 

Ya perdimos un año, los chilenos no pueden seguir esperando https://t.co/6iRVvaEwB4"
Tweet,"Muy contento con la gran participación en las elecciones internas del Partido Republicano y con el triunfo de la lista #HayEquipo . Ahora, llegó el momento de unirnos todos para reconstruir Chile, liderados por @arturo_squella  @ruth_uas y el gran equipo Republicano https://t.co/itw03sDbCS"
Tweet,"Michelle Bachelet, candidata lider de la Lista del Indulto, fundó el Museo de la Memoria y lo traspasó a una Fundación privada, en la cual la ex Presidenta es Directora y contrató a su hija como Encargada Internacional. https://t.co/HRmNp1drl7"
Retweet,Felicitaciones a la encargada del Área de Fiscalización @josefinasoto quién será miembro del Comité técnico de admisibilidad del nuevo proceso constitucional https://t.co/b5tSlfrOKk
Tweet,"Banderas negras, abandono, desesperación y miedo. Así esta el Norte de Chile. En Arica, Iquique, Alto Hospicio y Antofagasta, chilenos comunes y corrientes que solo quieren vivir en paz.

¿Cuándo va a despertar el Gobierno? https://t.co/sA4BmDtLyI"
Tweet,"¿Saben lo que es habitar el cargo? Un Carabinero, paseándo con su familia en un mall, saca su arma y enfrenta solo a un grupo de 10 delincuentes. Ojalá el Gobierno siga el ejemplo de este héroe y empiece a hacer la pega. https://t.co/NObcm9MITI"
Tweet,"Todos los dias llegan buses a Santiago, repletos de extranjeros ilegales que entraron a Chile por pasos irregulares.¿Cuánto más tenemos que esperar para que el Gobierno haga la pega? https://t.co/gLEQJQkGZN"
Retweet,"Para quienes preguntan, los Republicanos iremos sin pacto en las próximas elecciones. Nuestros candidatos defenderán con fuerza y convicción los valores que han hecho grande a Chile! https://t.co/BCeMV1Chox"
Tweet,"Los chilenos comunes y corrientes tienen miedo, están desesperados. Y tenemos un gobierno incapaz y poco preparado para enfrentar la grave crisis de violencia.

Presidente: deje de escuchar música y escuche los balazos que amenazan todos los días a la gente. Haga la pega! https://t.co/mpRN9Z9hJg"
Tweet,"Esto ocurrió hace algunas horas en Plaza Egaña. Delincuencia desatada e impunidad total. 

¿Y el Presidente de Chile? Se va de vacaciones. ¿Seguirá acostándose y levantándose pensando en cómo enfrentar la delincuencia? Porque hasta ahora, no hay resultados. https://t.co/mMt9mFiVnT"
Tweet,"Presidente Boric: le quedan 41 días para cumplir un año de gobierno y se requiere urgente un cambio de gabinete que empiece a trabajar en serio por las urgencias de Chile. 

Ya perdimos un año, los chilenos no pueden seguir esperando https://t.co/pv9c6ztyuU"
Retweet,"Los Ariqueños y Parinacotenses exigimos al @GobiernodeChile que se ponga firme contra la inmigración ilegal y la delincuencia que aumenta en nuestra región.
@delincuencia0 https://t.co/uXZxoIEaMA"
Tweet,"Michelle Bachelet encabezará la Lista del Indulto. Fiel representante, dado que consiguió el indulto para su hijo que luego de 7 años aún no paga con carcel los fraudes del Caso Caval. https://t.co/aPYvK6yWAH"
Tweet,"Presidente Boric: le quedan 42 días para hacer un cambio de gabinete y empezar a trabajar en serio por las urgencias de Chile. 

Ya perdimos un año, los chilenos no pueden esperar. https://t.co/b8wZhkvBnW"
Tweet,"Si un senador socialista reconoce que estamos frente a un gobierno fallido, donde prima la improvisación y se impone el amiguismo la realidad debe ser mucho peor. Tanto que le exige al Pdte. Boric un #CambioDeGabinete previo a que se vaya de vacaciones. Lo hará ? https://t.co/swyCM4QY6D"
Retweet,"Conoce de que se trata el proyecto de Infraestructura Crítica en el siguiente vídeo que preparamos en #IR 

➡️ https://t.co/KuEO7Z8SvW

¡ Comparte!"
Retweet,"¡Atento Republicano! No te dejes engañar #5Fakes sobre la lista 2 ✌🏼
Infórmate y este 29 y 30 de enero, vota por la lista que apoya la directiva de @arturo_squella https://t.co/LFoWlRbsLk"
Tweet,"Presidente Boric: le quedan 43 días para hacer un cambio de gabinete y empezar a trabajar en serio por las urgencias de Chile. 

Ya perdimos un año, los chilenos no pueden esperar. https://t.co/ATQacyd09F"
Retweet,"Aprobamos la ley de autismo 💪 

Por el trabajo heroico de organizaciones como Casa Colores de #CaleradeTango o EA Femenino Chile, y de tantos padres y madres, que se la juegan por sacar a sus hijos adelante.

SEPAN ¡Nosotros siempre los apoyaremos! ❤️ https://t.co/UwQDO4ESWn"
Tweet,Otro asesinato en Alto Hospicio. Una mujer baleada para robarle el celular. ¿Y el Presidente? Preparando sus vacaciones https://t.co/YFR6DTKF18
Retweet,Estas son las verdaderas urgencias del país; no hay nada más difícil  para una sociedad que vivir en un ambiente  de inseguridad y miedo. Trabajaremos con mucha intensidad  para en Marzo  presentar proyectos que colaboren a disminuir  esas terribles cifras de homicidios.
Retweet,"Pocos días atrás @ProfMarcoAvila pedía a las comunidades educativas recuperar las confianzas. Pero nos hemos enterado de la mala gestión @junaeb que arriesga la alimentación del 20% de benef. al inicio de año escolar.
Mi carta sobre ☝️en @elliberocl 
https://t.co/5NjCzMJmCi"
Tweet,"La Plaza Italia como la queremos ver: cultura, familias y paz. Felicitaciones a la @uchile y a todos quienes hicieron posible este gran concierto. https://t.co/txldmYD8py"
