type,text
Tweet,"Hoy repudia y se indignan, pero hace algunos años veneraban al Perro “Matapacos”. El doble estándar de la Lista del Indulto y del Diputado Leonardo Soto. https://t.co/vRkuwLPyMK"
Retweet,"La sargento Rita Olivares no podrá ser velada en la iglesia de Carabineros, porque la Primera Línea la quemó

También atacaron el memorial de los Mártires de Carabineros. 

Lo rayaron, apedrearon y le tiraron bombas incendiarias. En plena Alameda. 

Esta foto es de la iglesia https://t.co/UltyBYvTNC"
Retweet,"La sargento Rita Olivares es la mártir 1.232 de Carabineros. Esperamos que el proyecto de Legítima Defensa para Policías  se siga tramitando para que cuenten con el respaldo y las herramientas jurídicas necesarias para defenderse y defender a otros.

➡️https://t.co/11YJpUbOu5 https://t.co/K3fy9h7H2O"
Tweet,Hoy es el #DiaPurpura2023 💜 para visibilizar y enfrentar los mitos sobre la epilepsia y reconocer a los miles de chilenos que la padecen. Un fuerte abrazo para ellos y sus familias!!!
Tweet,Precisa columna de nuestra Senadora @CarmenAravenaA1 sobre el doble estandar del gobierno y la urgencia de legislar para defender a Carabineros https://t.co/9b8IYShzIV
Tweet,"Cielo, mar y tierra. Las mismas frases vacías de siempre. Están matando a los Carabineros y usted es el responsable de defenderlos a ellos y a los chilenos. https://t.co/wmnj1bXXYg"
Tweet,#VivirSinMiedo https://t.co/14620Ckusn
Tweet,El Presidente Boric debería comprometerse publicamente a no indultar a los asesinos de la Sargento Rita Olivares.
Tweet,"Rita Olivares tenía 43 años y era madre de dos hijos. Anoche fue a proteger a una familia de un robo y un delincuente la asesinó disparándole en la cabeza.

Están matando a nuestros Carabineros y el Presidente de la República no hace nada. https://t.co/p3yxyLzjV9"
Tweet,"No matar es vivir, es querer y es amar.

#REsguardarlaVida
@JUREChile https://t.co/xjBNdKvp3Q"
Retweet,"Hoy en #Arica estuvimos presentes en la manifestación por el Día del Niño que está por Nacer. Nuestro compromiso es férreo, nunca dejaremos de luchar por la defensa de las dos vidas #REsguardarLaVida 🇨🇱✌🏽

Diego Vargas, C-10 🗳️#ElCandidatoDeKast por Arica y Parinacota
#ULTIMAHORA https://t.co/4XzHtwFDfU"
Tweet,"Mujeres de esfuerzo, emprendedoras que sacan adelante a sus familias . Ellas son ejemplo de nuestras mujeres Chilenas. Gracias #Curico https://t.co/dhYqDnSgza"
Retweet,"“Estamos ocupados en el avance de las ideas y propuestas que creemos deben impulsar la reconstrucción de Chile luego de la profunda crisis que han causado las ideas de izquierda”

Lee la entrevista completa de nuestro presidente @arturo_squella ⬇️

https://t.co/UhqIVuLIse"
Tweet,"Cerrando la #ReGiraRepublicana por la Región del Maule. Un abrazo a quienes nos acompañaron en Cauquenes, Longavi, Parral, Linares, San Clemente, Talca, Los Niches y Curico 💪🇨🇱 https://t.co/cccT08LFkJ"
Retweet,Seguimos recorriendo la REgion del #Maule acompañando a nuestros candidatos al Consejo Constitucional. En pocos minutos @joseantoniokast por @CarnavalCurico ✌️ https://t.co/VuWzBpELdv
Retweet,Ayer presentamos un oficio para que el GORE Araucanía estudie implementación de programa de acompañamiento integral para mujeres en situación de embarazo que se encuentren en contextos de vulnerabilidad. La vida la celebramos y defendemos juntos #REsguardarLaVida https://t.co/5TJNUx6wtI
Retweet,"#ResguardarLaVida
Hoy *25 de Marzo* celebramos el día del niño que está por nacer 🤰🏻 Como Partido Republicano *defendemos la vida desde la concepción hasta la muerte natural.

La vida se defiende sin ambigüedades. No a la izquierda radical.
En Ñuble Vota por la vida, Vota C-8 https://t.co/Gn1lYd5B6e"
Retweet,"La izquierda radical lleva años intentando hacernos creer que no hay vida ❌ pero *no nos callarán* y nosotros para hacernos parte de este proceso defenderemos fuerte y claro la vida del que está por nacer. 👶🏼
#ResguardarLaVida
#SebastianParraguez
#C10
#Republicanos https://t.co/D22pGN1Uhv"
Retweet,"REsguardemos la vida, la familia, la educación que debe ser definida por los padres y no por el Estado.
#REsguardarLaVida https://t.co/Usdo5R53BC"
Retweet,"🔵 Hoy 25 de marzo celebramos la Vida: el Día del Niño que está por nacer.

Cómo Republicanos defenderemos la vida desde la concepción hasta la muerte natural. 

¡La vida se defiende y protege! 

 #ResguardarLaVida 

#MiguelRojasConsejero 
#RegiónDelMaule 
#C-14 https://t.co/r0cS8JDH1w"
Retweet,"La vida se defiende sin ambigüedades. La izquierda radical lleva años intentando hacernos creer que no hay vida ❌ pero *no nos callarán* y nosotros para hacernos parte de este proceso defenderemos fuerte y claro la vida del que está por nacer. 👶🏼

 #ResguardarLaVida https://t.co/INA2a8zTVN"
Retweet,"Hoy 25 de marzo celebramos la vida del niño que está por nacer 👶🏼 , la vida se defiende desde la concepción hasta la muerte natural 🙏🏼 

En este proceso los REpublicanos defenderemos fuerte y claro nuestros principios ‼️‼️

#REsguardarLaVida 
#VotaREpublicano
#VotaOssandon https://t.co/iFTlIVVw0I"
Retweet,"Hoy en el #DiadelNiñoQueEstaPorNacer   decimos fuerte y claro que en nuestra Constitución debe quedar plasmado el #ResguardarLaVida desde la concepción hasta la muerte natural.

#CEvieneRepublicanos
#SalvemosLas2Vidas
#SoloQuedaRepublicanos https://t.co/VDSbsQkoSm"
Retweet,"Todos los niños tienen derecho a nacer y vivir. Eso voy a defender en el Consejo Constitucional. La vida desde la concepción hasta la muerte natural.

Si tú también la defiendes, este 7 de mayo vota #C13

#REsguardarLaVida ♥️
#ParaVivirSinMiedo 💪

#LaCandidataDeKast 🇨🇱 https://t.co/gzzUq6gzNe"
Retweet,"Cada 25 de marzo celebramos el día del niño que está por nacer!  Y mi compromiso no es solamente un día, sino que en todo momento por defender y proteger a quienes aún no tienen voz!    #REsguardarLaVida https://t.co/sxL0qEUxBW"
Retweet,"Necesitamos REcuperar el país que alguna vez tuvimos y que ahora está en manos de delincuentes, narcos y políticos cobardes. Queremos y exigimos #VivirSinMiedo https://t.co/3wZtzla585"
Retweet,Hoy se celebra el día del niño que está por nacer ; #ResguardarLaVida siempre será un deber de quienes creemos que la vida es sagrada . https://t.co/F1L098BnMW
Retweet,"La vida se defiende siempre, más aún la del que está por nacer!  #resguardarlavida https://t.co/XO283RhwmG"
Retweet,Hoy es el día del Niño por Nacer y la Adopción. Una vez más como republicanos reiteramos nuestro compromiso por #REsguardarLaVida!
Retweet,"Hoy 25 de marzo celebramos el día del niño que está por nacer. Como Partido Republicano defenderemos la vida desde la concepción hasta la muerte natural.

¡La vida se defiende y se protege!

#REsguardarLaVida  🙏🏼"
Tweet,#ResguardarLaVida ¡ Feliz Día del niño que está por nacer ! https://t.co/xgyaDlBrEB
Tweet,Tremenda entrevista del @profesor_silva . Un candidato de lujo para Santiago #ElProfeSabe ✌️🇨🇱 https://t.co/gJBg2t8468
Retweet,"Esta semana se discutió la legítima defensa para policías. Desde IR, esperamos que este proyecto se siga tramitando, de modo que nuestras policías cuenten con el respaldo y las herramientas jurídicas necesarias para defenderse y defender a otros 
👉🏻 https://t.co/a40nAUT1Tq https://t.co/DsGJ2CpPta"
Tweet,"EN VIVO 🔴

¿Por quién votar en el Maule? 🗳️

#REconoceATuCandidato  si votas en la REgión del #Maule

Conéctate
👉🏻 https://t.co/fIuxY8gA09 https://t.co/f38UTjwMus"
Retweet,"No es posible que la delincuencia tenga de prisioneros a nuestros emprendedores y vecinos, necesitamos Recuperar nuestros barrios y nuestro comercio!.    #Manhattan  #Concepcion https://t.co/hMB7GBYBin"
Retweet,"🔴EN VIVO 
@joseantoniokast en su REcorrido por la región del Maule, visita la #RadioLautaro 
👉🏻https://t.co/VZ67TpTcQd https://t.co/CgwMa8d04i"
Tweet,Gabriel Boric es hambre para hoy y hambre para mañana. https://t.co/GkvQEwS5a8
Tweet,Justicia ordena incautar vale vista por 2.500 millones de pesos y citará a declarar a Irací Hassler como imputada. Gran trabajo de @JIrarrazavalR y @Jou_Kaiser para enfrentar la corrupción conunista en Santiago. https://t.co/YR8K3nHzvC
Retweet,¿Supiste? Incautan vale vista x $2.465.862.002.- emitido x la M. de Stgo. a nombre de los vendedores de la Clínica Sierra Bella. Corresponde al 30% del $ pactado. @STGOSeLevanta #YoTeFiscalizo  Mira la info aquí 👀⬇️ https://t.co/UQ0zDo3F61
Retweet,"Buenas noticias tenemos como querellantes junto a @Jou_Kaiser por el caso ExClinica Sierra Bella: 

La incautación del vale vista con que se perpetraría el fraude. Y la alcaldesa debe presentarse como imputada. 

Les dejo el video.
@PRChile https://t.co/xV1QvkANVx"
Retweet,"Una chica luminosa, con futuro y con ideas clarísimas, definidas, con contorno y planteadas de manera fácil. Un contraste insoslayable con Ljubetic  @MacarenaBravo_ #TuDecides Maca, estás arriba ⬆️"
Retweet,"""El Estado debe ser un colaborador de la sociedad, no dirigir la sociedad"". 
#TuDecides @T13 

#ParaVivirSinMiedo 💪
#LaCandidataDeKast ♥️🇨🇱@PRChile"
Retweet,"""La esperanza se devuelve cuando se acaba el temor de los chilenos""  #TuDecides @T13 

#ParaVivirSinMiedo 💪
#LaCandidataDeKast ♥️🇨🇱
@PRChile"
Retweet,"Los alcaldes de izquierda priorizan ideología en vez de solucionar los problemas reales de la gente.
Nuestra región de Valparaíso concentra el 16% de los microbasurales en Chile.
Como dice nuestra Constitución, tenemos derecho a vivir en un medioambiente libre de contaminación. https://t.co/mCquhVShkd"
Retweet,Estamos a un retiro de que Boric declare que siempre ha sido un admirador de la obra de José Piñera
Retweet,"REpublicanos unidos por Chile, ahora en la Región del Maule, acompañando a @joseantoniokast en la presentación de los Candidatos a Consejeros, y también participando en Radio Géminis de Cauquenes. Seguimos juntos para REcuperar Chile y devolverle la #seguridad @PRChile https://t.co/KvEgzucMOf"
Retweet,"Hace una semana, murió el Cabo Salazar. Fue asesinado por un delincuente que lo atropelló y lo arrastró 10 metros.

Están matando a nuestros Carabineros y el Presidente indulta a los que atropellan a funcionarios policiales.

Mi columna hoy en @latercera https://t.co/rR0jr1FXqR"
Retweet,"Este fin de semana en Castro me encontré con @CesarLevin , que me dió su apoyo en esta candidatura para representar la #regiondeloslagos 

Con valentía vamos a #REconstruir y #REcuperar  Chile 🇨🇱 https://t.co/qQrz6JXb2H"
Retweet,"🔴 EN VIVO 
@joseantoniokast
 en su REcorrido por el Maule, vista la #Radio junto a 
@idilia_maria y @greisparada candidatas al  #ConsejoConstitucional 

No te lo pierdas. Sintoniza 96.7 https://t.co/IdOu40rzrL"
Tweet,Apoyemos a la gran @MacarenaBravo_ en @T13 #ParaVivirSinMiedo
Tweet,Este año celebrarán el Dia del Joven Indultado.
Retweet,Para que #REcuperemosElOrgullo y defendamos nuestras tradiciones 💪🏻 https://t.co/oEWHVyfErX
Tweet,El gobierno usando toda la fuerza comunicacional y política para perseguir al Alcalde Carter. Ojalá ocupara un 10% de su tiempo para perseguir a la delincuencia y el narcotráfico.
Retweet,"Hemos sido testigos del constante desprecio de la izquierda radical hacia nuestros símbolos patrios y nosotros los REpublicanos demostraremos una vez más, el orgullo que sentimos hacia nuestro país y nuestras tradiciones 🇨🇱
 #REcuperemosElOrgullo https://t.co/kM3nkKD0ji"
Retweet,"Por mi parte estoy agotado de la falta de respeto a los que hicieron Patria, a los que sacrificaron con cuerpo y alma por un Hogar en una tierra inhóspita, hoy somos una gran nación, protejamos lo que tanto costo construir! 🇨🇱

#REcuperemosElOrgullo https://t.co/6ViP2cl5eL"
Retweet,Yo quiero a mi bandera y a mi patria y estoy orgullos de ser chileno! #RecuperemosElOrgullo  y no permitamos nunca mas este tipo de ofensas a nuestro pabellón patrio! https://t.co/XqiRWk9yWV
Retweet,"¡Basta ya! De delincuencia, narcotráfico, de un mal gobierno que no es empático con los chilenos, que no defiende a los chilenos.
Soy chileno igual que tú y me afecta lo que ocurre en Chile al igual que a ti. Yo te defiendo. Por eso, #BastaYa
#VivirSinMiedo #NoMasDelincuencia https://t.co/U3yIvIl7cm"
Tweet,https://t.co/9uximQTN5a
Tweet,"Cerrado la #ReGiraRepublicana por la REgion de Valparaíso. Gracias por acompañarnos en Algarrobo, Casablanca, Valparaíso, Viña del Mar, Quintero y Limache 🇨🇱 https://t.co/en2zeZ9Ycg"
Tweet,"Felicito al Presidente Boric y a la Ministra Marcela Hernando, por la decisión de postergar la errada idea de una Empresa Nacional del Litio y comprender que necesitamos con urgencia una estrategia para impulsar su exploración y explotación a través de una alianza con privados https://t.co/oJCQyyKRlG"
Reply,Menos ideología y más sentido común ✌️ https://t.co/isYdGrfZCX
Tweet,Los REpublicanos seguimos avanzando. Desde la REgión de Valparaíso vamos a REcuperar y REconstruir nuestro querido Chile 🇨🇱✌️#Republicanos https://t.co/2SQQEwX6iS
Tweet,"El Fiscal Nacional y el Gobierno, en vez de perseguir a los narcotraficantes, quiere sancionar a las autoridades que están combatiendo con fuerza a quienes buscan destruir a Chile. Hay que apoyar a @rodolfocarter , no perseguirlo."
Retweet,"¿¿Escuchaste los Hits REpublicanos??🎶🎶

Los invitamos a descargar la lista de REcampaña, dejarla como favorita y escuchar los REhits para llegar a todo Chile

Descarga aqui⬇️
https://t.co/fgYm1VBre3"
Retweet,🔴#LaTerceraPM | Columna de Cristián Valenzuela: El insulto presidencial https://t.co/nxQyuGVDGs https://t.co/uHBGE0DI91
Tweet,"En #Republicanos trabajamos por Recuperar y Reconstruir nuestro país 🇨🇱 
Ayúdanos con tu aporte para llegar a más rincones del país 
➡️https://t.co/25PfM5DB1z https://t.co/RiMZfcFuwB"
Retweet,"🔴 ¡AHORA!
@joseantoniokast en su #REcorrido por la REgión de Valparaíso, participa en  @RadioCarnavalFM  
https://t.co/rGYgmnCT6M https://t.co/rwl7edeYqd"
Retweet,"#SicariosEnChile: cuando matar es parte del negocio criminal. El aumento en los homicidios no ha dejado indiferente a nadie. En este documento, analizaremos el aumento de homicidios en #Chile y los mecanismos para combatir la violencia en nuestro país.
👉🏻 https://t.co/oGWNvnDHzK https://t.co/lqek5SIxUu"
Retweet,"🔴 ¡AHORA!

@joseantoniokast junto a @ABarchiesi  en #RadioCongreso conversando acerca del #ConsejoConstitucional
👉🏻 https://t.co/jAAOE1uYh1 https://t.co/BCek5naSrr"
Retweet,"🔴 ¡AHORA!

@joseantoniokast acompaña a los candidatos al #ConsejoConstitucional de la Quinta región en un nuevo #REConoce a tu Candidato ¡Conéctate! 

👉🏻 https://t.co/OfjF4AG4xz https://t.co/9UG1xJp2yz"
Retweet,"Una Ministra dice que el Presidente no tenía los antecedentes, un Subsecretario afirma que el Presidente sabía todo y los delincuentes libres en las calles. Te presentamos todos los antecedentes del  #InsultoPresidencial 
https://t.co/01JRsNQUSr https://t.co/0iHYEqwZ90"
Tweet,La Fuerza Aerea de Chile y todos sus funcionarios prestan un servicio excepcional a la Patria y merecen nuestro reconocimiento y apoyo en el dia de su aniversario. Un gran saludo a la Fach en este día! https://t.co/BhnuNrBiop
Tweet,Un Ministro de Educación que celebra la decisión de suspender clases en 15 establecimientos por la incapacidad de su gobierno de controlar al narcotráfico no merece ser Ministro de Educación https://t.co/f7ZiY54Zq5
Retweet,"Este @GobiernodeChile y sus ministros se rinden ante el narcotráfico, romantizando una vez hechos que atentan contra la seguridad de los chilenos y en este caso de los más vulnerables, los niños.
Al ministro Ávila no le interesa el derecho a la educación! https://t.co/eSZIdSIRNC"
Retweet,Dónde está el Estado? Niños privados derecho a educación x funeral narco y #MinistrodeEducación dando pésima señal respaldando suspensión clases. Me NIEGO a aceptar que sigamos esclavizados al temor ante delincuencia; vamos a oficiar a entidades x medidas a tomar. Es el colmo. https://t.co/Tiwqi4gh2R
Tweet,La suspensión de clases por culpa del narcotráfico es una tragedia para el pais. Un gobierno incompetente que se rinde frente al delito y sacrifica a los niños de Chile que viven con temor y resignación. https://t.co/L75EK1Z0Q6
Retweet,"El Pdte sabía del largo prontuario que tenían sus indultados y aún así lo hizo. Esto nos demuestra una vez más que el discurso contra la delincuencia es solo humo. 

Una ofensa para quienes queremos seguridad, tranquilidad y respeto por nuestras policías. 

#InsultoPresidencial https://t.co/UOO8b0ATgK"
Tweet,"REcarga  para que los #Republicanos trabajemos por Recuperar y Reconstruir nuestro país 🇨🇱 
https://t.co/25PfM5DB1z https://t.co/aSl8lrE830"
Retweet,"El Gobierno a diario cree que puede hacer leso a los chilenos, mentirnos y gobernar sin darnos explicaciones. 

Los indultos fueron un verdadero insulto a quienes añoramos por paz y seguridad para el país y nuestras familias. #InsultoPresidencial https://t.co/SfkQEIpfRZ"
Tweet,Los chilenos tienen derecho a #VivirSinMiedo y no sometidos a la dictadura de los narcos
Tweet,Empezó la persecución política ilegal del Presidente Boric a quienes se oponen a su gobierno y opinan distinto a él.
Retweet,"“Decisión abusiva, injusta, arbitraria e inconstitucional”: candidato republicano despedido de BancoEstado acusa “persecución política” https://t.co/RpFoNYAS1e https://t.co/RCU0Ae1s0P"
Tweet,"Con calcetines cambiados llegamos a #SanAntonio, en el #DiaInternacionalDelSindromeDeDown Estaremos REcorriendo la REgión, junto a los candidatos al Consejo Constitucional, para conocer y compartir las verdaderas urgencias sociales de la Quinta ✌🏻
¡Nos vemos! https://t.co/B7USLhg0xk"
Retweet,"Nuestro país vive la peor crisis de seguridad y el presidente @GabrielBoric premia a quienes atentan contra la seguridad de los chilenos.
Su falta de compromiso con el país es un insulto!

#InsultoPresidencial https://t.co/Ihn1Qgw0ss"
Retweet,"#InsultoPresidencial  Este gobierno le miente a los chilenos. Chile demanda seguridad, no que se liberen delincuentes. #SoloquedaRepublicanos https://t.co/h7JJYYewiJ"
Retweet,"""Miente, miente... que algo queda""

No es un indulto, es un insulto.
#InsultoPresidencial https://t.co/oyAEB1sV4I"
Retweet,"Cuando un gobierno se pone en contra de las víctimas y a favor de los delincuentes, insulta la dignidad de millones de chilenos.

No es indulto, es insulto.
#InsultoPresidencial https://t.co/sssY289qAX"
Tweet,"Ayer, nuestro candidato al Constitucional por Coquimbo, Andrés Guerra, fue despedido de manera ilegal e inconstitucional por el gobierno del Presidente Boric, vulnerando su fuero y siendo humillado al echarlo de su oficina, quitandole el computador y su correo. https://t.co/pk4N3G3Gog"
Reply,"Hoy, Andres Guerra ha viajado a La Moneda, para exigirle al Presidente Boric que cumpla la ley y que le devuelvan su trabajo, que ha desempeñado de manera impecable por más de 19 años y que hoy ha sido exonerado solo por razones políticas."
Retweet,"Una Ministra dice que el Presidente no tenía los antecedentes, un Subsecretario afirma que el Presidente sabía todo. 
Los delincuentes están libres en la calle y las víctimas, abandonadas y con miedo en sus casas.
#InsultoPresidencial https://t.co/yWUp2oTumF"
Retweet,"1231 mártires de Carabineros a la fecha

1231 vidas que sirvieron a nuestro país

1231 familias que lloran la partida de un ser querido

Y un gobierno que insulta en su cara a quienes nos protegen indultando a delincuentes!    #InsultoPresidencial https://t.co/cUSizow0Np"
Retweet,"Una Ministra dice que el Presidente no tenía los antecedentes, un Subsecretario afirma que el Presidente sabía todo. Los delincuentes están libres en la calle y las víctimas, abandonadas y con miedo en sus casas. Quienes amamos nuestra Patria no seguiremos aceptando estos engaños https://t.co/69SK2JDacL"
Retweet,"El Gobierno no sólo ha caído en otra contradicción más, sino que nos ha mentido a todos los chilenos para ocultar los privilegios de delincuentes octubristas, como pago de favores concedidos. No es un indulto, es un #InsultoPresidencial https://t.co/HEluuGZ5Bz"
Retweet,"Primera autoridad que confirma que el Presidente sabía los antecedentes. Es gravísimo, tenemos a un Presidente que le importa un pepino la seguridad. #InsultoPresidencial https://t.co/vrsPFonngE"
Retweet,"Mientras en el Gobierno se desmienten unos a otros, los delincuentes están libres en la calle, Carabineros sin apoyo real y las víctimas abandonadas al miedo en sus casas. Esto es insultar a Chile y todos los chilenos.
#InsultoPresidencial https://t.co/nZIthibycQ"
Retweet,"Este gobierno se ríe de todos nosotros, nos mienten y se mofan al decirnos que se desconocían los antecedentes mientras que ahora sabemos que si los tenían a disposición. 

#NoesIndultoEsInsulto
#InsultoPresidencial https://t.co/3unjS8FYQk"
Retweet,"Cuando todo Chile espera frenar la delincuencia, desde La Moneda liberan delincuentes, sabiendo de su peligro. #insultoPresidencial https://t.co/60r4M59wb3"
Retweet,"Se siguen riendo de los chilenos con sus mentiras, mientras indultan a delincuentes que hacen daño a nuestros carabineros y PDI

NO ES UN INDULTO, ES UN #InsultoPresidencial https://t.co/W1EUgQimX6"
Retweet,"#insultopresidencial
¿Qué ministro dice la verdad? O lo que es peor, ¿cual nos está mintiendo y en qué más nos están mintiendo?! https://t.co/SULLUU3M4v"
Retweet,Las acciones del presidente son extremadamente ofensivas y resultan inaceptables. Al posicionarse del lado de los victimarios en lugar de las víctimas. #InsultoPresidencial @PRChile https://t.co/LFXgVYaV0I
Retweet,"Los REpublicanos lo dijimos: no era la responsable final la ex-Ministra Ríos, es el mismo Presidente. 

#InsultoPresidencial 

#LaCandidatadeKast vota #C13
#ParaVivirSinMiedo 💪🇨🇱♥️ https://t.co/vYKHjRIoOf"
Retweet,#InsultoPresidencial https://t.co/WnP4L7ixZu
Retweet,"Este @GobiernodeChile no duda en engañar a los chilenos con el fin de ocultar la decisión del presidente @GabrielBoric de indultar a un terrorista y varios delincuentes.
Con sus acciones queda claro de que lado está. 
#InsultoPresidencial https://t.co/xvlT3aV0A3"
Retweet,"Una Ministra dice que el Presidente no tenía los antecedentes,un Subsecretario afirma que el Presidente sabía todo.Los delincuentes están libres en la calle y las víctimas, abandonadas y con miedo en sus casas. No podemos aceptar el #InsultoPresidencial https://t.co/Ni1uda5axn"
Retweet,"🚨 Cuándo reconocen  quien está mintiendo ? Camila Vallejos, Monsalve,Ministro justicia, o Presidente @GabrielBoric ? Lo concreto es que liberar a delincuentes es un insulto a los chilenos 
#InsultoPresidencial https://t.co/njq3G0lElt"
Retweet,"#insultopresidencial
Una Ministra dice q el Pdte no tenía los antecedentes, un Subsecretario afirma q el Pdte sabía todo. Los delincuentes están libres n la calle y las víctimas, abandonadas y con miedo n sus casas. Quienes amamos nuestra Patria no podemos aceptar q el gob se ría https://t.co/DpAypiST1I"
Tweet,"No es indulto, es un insulto a los chilenos que quieren vivir en paz.

#InsultoPresidencial https://t.co/IeUylYZcWs"
Retweet,"Hasta ahora, de los 13 cupos que se elegirán el 7 de mayo en la RM, V y VIII, 3 serían para la UDI y la misma cantidad para Republicanos y el PC. Convergencia Social elegiría a 2 y el PS y Evópoli 1 cada partido.

https://t.co/oLZtsZWPXp"
Retweet,"Cuando los que gobiernan hoy eran oposición, hicieron pebre a Carabineros. Hoy les cuesta pedir perdón y reconocer que los juzgaron injustamente y siguen indultando, demostrando que en el fondo siguen protegiendo a delincuentes #InsultoPresidencial https://t.co/Afis4lNKaH"
Retweet,"HOY LUNES 20:00 HRS ‼️

No te pierdas a @joseantoniokast en entrevista junto a #ElTipografo, de Rancagua, conversando acerca de este nuevo proceso constitucional, la gira junto a los candidatos Republicanos y más. 

¡Conéctate🕗! 
👉🏻 https://t.co/Oe2rurNiQe https://t.co/2xpRAUHZ6l"
Tweet,"Los Republicanos estamos avanzando con fuerza, pero necesitamos tu apoyo para esta campaña. Aporta en https://t.co/25PfM5DB1z"
Retweet,"Para #VivirSinMiedo a que el Estado adoctrine a tus hijos, voy a defender la libertad de educación. Ya lo hice cuando trabajé con @mcubillossigall en el Ministerio, a quien le tengo una gran admiración y respeto.

Gracias por tu apoyo 💪♥️🇨🇱 https://t.co/oQVlaZvZsj"
Tweet,"Según el Presidente Boric, no hay plata para financiar programas sociales. Pero según la Ministra Jeannette Jara si hay plata para financiar al Partido Comunista y sus organismos asociados https://t.co/m2HSfhqFXB"
Tweet,"Presidente Boric: llegó la hora de decir la verdad, los chilenos no quieren más excusas. https://t.co/TnHKlHjMVn"
Retweet,"Aquí quedan 2 opciones. O toma su sombrero la ministra Vallejos por mentirle al país, o lo hace Monsalves por lo propio. Las declaraciones de la ministra y del subsecretario no pueden ser las 2 verdaderas al mismo tiempo. Boric tendrá que decidir. https://t.co/Vji5t6d7os"
Retweet,"🚨 Que autoridad está mintiendo ? Presidente @GabrielBoric conocía los antecedentes de los delincuentes que liberó ? Algunos dicen que si, otros que no, por tanto; alguien miente, y eso es gravísimo viniendo de una autoridad"
Retweet,"Presidente @GabrielBoric nos han mentido durante 3 meses, negándose a decir si conocía o no conocía el prontuario de los indultados, y hoy vemos que si lo conocía.
Usted estuvo dispuesto a indultar a delincuentes tan peligrosos en medio de la peor crisis de seguridad!"
Retweet,"Puede ser que antecedentes penales no sea único elemento a analizar para indultar, pero cómo indultar sabiendo su peligrosidad, que quemaron iglesias y atropelló a PDI y además, luego mostrar aflicción por atropello de un Carabinero. @GabrielBoric se desarma en inconsecuencia."
Retweet,"¿Por qué una vez que ganas, permiten a la izquierda hacer de nuevo sus malas reformas? SE RECHAZÓ LA REFORMA TRIBUTARIA, era mala para Chile, no hay que volver atrás! https://t.co/3b5CXYbZpm"
Retweet,Lea las fichas de los 6 indultados del 18-0 que Boric benefició pese a los fuertes cuestionamientos de Gendarmería ➟ https://t.co/b7pEmz61Zj https://t.co/kIFfI1NzEu
Tweet,"El Presidente Boric conocía el prontuario de todos los delincuentes que indultó. El Presidente Boric sabía que habían quemado iglesias, atropellado y atacado a Carabineros y funcionarios de la PDI.  https://t.co/ZAoH4giLiP"
Tweet,"No hay democracia posible con una pistola sobre la mesa dice el activista Matamala para criticar al General Yañez. Los únicos que tienen la pistola sobre la mesa son los delincuentes, narcotraficantes y terroristas que desgarran este país y que le quitaron la vida al cabo Salazar"
Reply,"Que distinto sería si gastara su pluma en darle visibilidad al discurso de la viuda del Cabo Salazar antes de cuestionar el llamado desesperado de un General para defender a sus subordinados. Pedor protección y justicia no es una posición política, es sentido común y humanidad"
Reply,"La erosión de la autoridad de Carabineros no solo la fomentaron políticos como los que nos gobiernan, sino activistas, disfrazados de periodistas, que no podian ocultar su sonrisa con la acción de la primera linea y tildaron de pacificas las violentas protestas en nuestro país"
Retweet,"Te compartimos la entrevista a @joseantoniokast en #DiarioAustral a propósito del nuevo proceso constituyente, las verdaderas urgencias sociales de la macrozona y los desafíos para #REcuperar La Paz en Chile. 
#Republicanos https://t.co/a3iO7VskmL"
Tweet,"En Santiago, Valparaiso y Bio Bio, los Republicanos avanzando con fuerza para defender tus convicciones. #Rererepublicanos https://t.co/9a0d7QZxX7"
Retweet,Cada día somos más los que queremos #REcuperarChile. Desde #REngo con @joseantoniokast seguimos en Campaña. #FigueroaConsejero #Rengo #ohiggins https://t.co/JVjBBUfSW8
Tweet,Gracias a todos quienes nos acompañaron y recibieron en la #ReGiraRepublicana por la Región de O’Higgins este Viernes y Sábado 🇨🇱 https://t.co/XcLIsUkadV
Retweet,"Una campaña desde Maipú, el Corazón de la clase media ♥️

Es desde aquí que con fuerza y algo de desesperación, las víctimas de la delincuencia le piden al gobierno que pare con los indultos. 

#ParaVivirSinMiedo deroguemos la facultad del presidente de indultar delincuentes 💪 https://t.co/xFc5nHxAKP"
Retweet,"Chile vive una profunda crisis de inseguridad, económica y social. Más de 113 mil hogares están instalados en campamentos. Es urgente que #CierrenLaFronteras a la inmigración ilegal, al narcotráfico y a la importación de violencia. Chile quiere paz! https://t.co/p1ojVHvIk3"
Tweet,Los amigos de Gabriel Boric #CierreDeFronteras ! https://t.co/tvGtuTORA8
Retweet,"La realidad que estamos viviendo en Chile, hace indispensable que el Estado logre controlar su frontera. No sacamos nada con buscar soluciones a múltiples problemas, si mantenemos frontera sin control. #CierreDeFronteras https://t.co/PcaVRQBMZO"
Retweet,"Con el diputado @JIrarrazavalR, Eduardo contreras disfrutando de nuestras tradiciones, el rodeo! Que lindo nuestro campo! #REchilenos #REcampaña #REPUBLICANOS https://t.co/CzMM0GAvVz"
Retweet,"Votar por los Republicanos este 7 de mayo es votar por fronteras seguras, es votar por una política exterior firme, es votar por #CierreDeFronteras a la inmigración ilegal! https://t.co/2GV9oLW1XP"
